shift_id,category,note
S108597,handover_delay,"handover late an, keys missing.."
S101542,relief_no_show,"relief never arrived, stayed on till 06:00"
S102467,routine_or_unclear,sharp
S101960,routine_or_unclear,"requested by centre management for load in, signed off"
S103581,client_request,extra hrs approved by client for the event setup
S100291,routine_or_unclear,fine
S100640,routine_or_unclear,quiet shift
S103417,relief_no_show,stood in for maluleke
S103787,equipment_failure,"generator fault, stayed to monitor"
S106663,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S109355,routine_or_unclear,no incidents
S101494,routine_or_unclear,all quiet
S106413,relief_no_show,double shift beccause relief never pitched
S102366,relief_no_show,"nxet shift akafikanga, ngihlale kuze kube 06:00"
S109381,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S105820,client_request,extra hrs approved by client for the event setup
S103804,routine_or_unclear,all fine
S100567,client_request,clint requested deep clean before the audit - approved
S107814,routine_or_unclear,"scrubber broke down, had to do the floor manually !"
S106214,relief_no_show,double shift because relief never pitched
S104104,client_request,"client asked us to saty for the delivery, ok'd by centre mgmt !"
S108438,relief_no_show,stood in for Fuorie..
S106101,routine_or_unclear,"aflos het nie opgedaag nie, mooes aanbly"
S101900,client_request,"extra patrol per client email, approved by office"
S101758,client_request,Client requested deep clean before the audit - approved
S103750,routine_or_unclear,"gate motor failed, manned it by hand till six"
S104210,relief_no_show,"Tshabalala didnt come in, covered the post.."
S102428,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S101589,relief_no_show,"conntrol room says relief coming, nobody came"
S108459,routine_or_unclear,"scrubber broe down, had to do the floor manually"
S106458,client_request,"client says stay till 6am, dont know if office approved"
S104579,handover_delay,"handover late agn, keys missing"
S102522,client_request,"client says stay till 06:00, dont know if office approved"
S101853,client_request,"client says stay till 6, dont know if office approved"
S101531,relief_no_show,Covered for Wyk again - 3rd time this month
S101187,routine_or_unclear,
S107895,relief_no_show,"still on siet, relief was suppose to come 06:00.."
S106397,relief_no_show,client signed for the extra hrs but real reason is relief no show agn
S106711,routine_or_unclear,ntr
S103587,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S100408,routine_or_unclear,ok
S106940,routine_or_unclear,"Dlmini asent, took her rounds as well"
S106816,relief_no_show,no relief. stayed. someone must please sort the rooster
S100299,relief_no_show,"waited for relief, nobody came through"
S100549,routine_or_unclear,"requested by centre management for load in, signed off"
S101396,relief_no_show,"uMolefe akezanga namhlanje, ngimele yena.."
S100266,client_request,klient het ekstra ure gevra vir stocktake
S106166,routine_or_unclear,"double duty today, Fourie on family responsibility leave"
S107510,relief_no_show,"covering Mahlangu post, no show no call"
S106069,routine_or_unclear,"gate motor failed, manned it by hand till 0h600"
S107921,client_request,extra hours approved by client for the event setup
S100277,handover_delay,shift handover delayed by 20 min
S100712,relief_no_show,adams off sick. again. covered.
S104567,routine_or_unclear,as per normal
S100797,routine_or_unclear,ok
S108503,routine_or_unclear,sharp
S106863,routine_or_unclear,no issues on site
S105139,relief_no_show,Next shift guard did not pitch. Had to cover.
S108280,relief_no_show,stood in for sibiya
S109124,client_request,Clieent requested deep clean before the audit - approved
S106093,relief_no_show,"waited for relief, nobody came through"
S106268,routine_or_unclear,as per normal
S105124,relief_no_show,double shift because relief never pitched
S102948,relief_no_show,"relief only arrived six, stayed until then.."
S101081,routine_or_unclear,nothing to report
S105625,routine_or_unclear,"additional cover requested by site manager, signed off"
S104037,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S105960,routine_or_unclear,"radebe absent, took her rounds as well"
S100537,routine_or_unclear,Covering for Mavuso - booked off sick..
S109200,routine_or_unclear,ntr
S102385,relief_no_show,stood in for Naidoo
S101042,relief_no_show,"uNdlovu akezanga namhlanje, ngimele yean"
S108254,routine_or_unclear,Covering for Fourie - booked off siick
S106011,client_request,"extra patrol per client email, approved by office"
S101573,relief_no_show,"uNkosi akezanga namhlanje, ngimele yeena"
S105696,relief_no_show,"uNkosi akezanga namhlanje, ngimele yena"
S103370,relief_no_show,"coovering Baloyi post, no show no call"
S100181,relief_no_show,"still on sitee, relief was suppose to come 6am"
S108268,routine_or_unclear,Radebe off sikc. again. cvered..
S105572,routine_or_unclear,fine
S103808,relief_no_show,"coverign Mavuso post, no show no call"
S101817,relief_no_show,double shift because relief never pitched
S108371,routine_or_unclear,.
S108540,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06h00"
S106935,client_request,"stocktake ran over, client asked us to remain, they knnow they pay for it"
S109156,equipment_failure,"generator fault, stayed to monitor"
S100726,routine_or_unclear,"gate motor failed, manned it by hand till six"
S103382,relief_no_show,"waited for relief, nobody came through"
S102640,routine_or_unclear,"machine dowwn aggn, took twice as long"
S103033,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S109286,client_request,"client wanted extra man on the gate for the event, approved"
S103604,relief_no_show,stood in for Mokoena
S100052,client_request,Client requested deep clean before the audit - approved
S107154,routine_or_unclear,sharp
S107291,client_request,extra hrs approved by client for the event setup
S106495,client_request,"client wanted extra man on the gate for the event, approved.."
S105669,routine_or_unclear,
S106182,routine_or_unclear,all quiet
S103440,equipment_failure,"generator fault, stayed to monitor.."
S100516,routine_or_unclear,"double duy today, adams on family responsibility leave"
S105883,routine_or_unclear,-
S100363,equipment_failure,"generator fault, stayed to monitor.."
S106025,client_request,"client says stay till six, dont know if office approved"
S103703,relief_no_show,doouble shift bc relief never pitched
S103757,client_request,centre manager requested additional cover for stocktake
S101612,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102247,handover_delay,"waited 20 min for handover, OB book not signed"
S109254,client_request,"client says stay till six, dont know if office approved.."
S101501,handover_delay,"late handover, waiting on paperwork"
S107309,routine_or_unclear,no incidents
S102584,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100200,relief_no_show,"no replacement sent, ngicela sort this out"
S103476,routine_or_unclear,"SCRUBBER BROKE DOWN, HAD TO DO THE FLOOR MANUALLY"
S108439,routine_or_unclear,"lift out of order, everything carried up stairs, took lng"
S108057,routine_or_unclear,"double duty today, Sithole on family responsibility leave !"
S108088,equipment_failure,"masjien is stkkend, alles met die hand geddoen"
S103864,routine_or_unclear,ok
S101330,routine_or_unclear,akukho lutho
S108094,routine_or_unclear,"lift out of orde,r everything carried up stairs, took long"
S108510,routine_or_unclear,ok
S101480,relief_no_show,stood in for Dlamini
S109289,relief_no_show,client signed for the extra hrs but real reason is relief no show agn
S102835,routine_or_unclear,"relef only arrived 6am, stayed until then.."
S108064,relief_no_show,baloyi off sick. agn. covered.
S100548,relief_no_show,stood in for fourie
S105079,relief_no_show,"control room says relief coming, nobody came"
S107135,client_request,Centre mgr requested additional cover for stocktake
S104344,routine_or_unclear,"Jacobs absent, took her rounds as well"
S101630,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S103170,routine_or_unclear,fine
S101566,routine_or_unclear,sharp
S102828,routine_or_unclear,akukho lutho
S107529,routine_or_unclear,"worked through, Zulu at the clinic"
S107515,routine_or_unclear,akukho lutho
S108864,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S108457,handover_delay,shitf handover delayed by 25 min
S106995,routine_or_unclear,"double duty today, Adams on family responsibility leave"
S104151,handover_delay,"handover late again, keys missing"
S103790,routine_or_unclear,"worked through, dlamini at the clinic"
S101197,routine_or_unclear,ntr
S101718,routine_or_unclear,fine
S101587,handover_delay,"late handover, waitng on paperwork"
S107156,relief_no_show,"usithole akezanga namhlanje, ngimeel yena"
S101092,routine_or_unclear,no issues on site
S106356,routine_or_unclear,"worked through, Sithole at the clinic"
S102632,relief_no_show,"uMahlangu akezanga namhlanje, ngimele yena.."
S107359,routine_or_unclear,"additional cover requested by site manager, signed off"
S102118,routine_or_unclear,all quiet
S108650,routine_or_unclear,"double duty today, Hendricks on family responsibility leave"
S105655,handover_delay,"handover late agn, keys missing"
S107623,client_request,Centre manager requested additional cover for stocktake
S108743,routine_or_unclear,"worked through, Mokoena at the clinic"
S100665,routine_or_unclear,"Molefe absent, took her rounds as well"
S103435,routine_or_unclear,"gedek vir Wyk, siek gemeld"
S106108,relief_no_show,RELIEF NO SHOW AGAIN
S105842,relief_no_show,"relief never arrived, stayed on till six"
S106086,client_request,"extra patrol per client email, approved by office !"
S104859,client_request,"extra patrol per client email, approved by office"
S107212,routine_or_unclear,
S103756,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S104304,relief_no_show,double shift because relief never pitched
S100332,relief_no_show,"covering Zulu post, no show no call"
S102371,relief_no_show,Khumalo off sick. again. covered.
S107991,relief_no_show,Covered for Ndlovu agn - 3rd time this month
S100302,client_request,client requested deep clean before the audit - approved
S102062,routine_or_unclear,"double duty today, Pillay on family responsibility leave"
S107810,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S106116,routine_or_unclear,"gedek vir Zulu, siek gemeld.."
S104043,handover_delay,"waited 25 min for handover, OB book not signed"
S104333,relief_no_show,Next shift guard did not pitch. Had to cover.
S104906,routine_or_unclear,"machine down agn, took twice as long"
S105451,routine_or_unclear,all quiet
S108872,handover_delay,"late handover, waiting on paperwork"
S108027,client_request,klient het ekstra ure gevra vir stocktake
S107476,routine_or_unclear,"worked through, Sibiya at the clinic"
S102766,routine_or_unclear,.
S103672,routine_or_unclear,no issues on site
S105472,routine_or_unclear,-
S107747,routine_or_unclear,"machine down agn, took twice as long"
S107208,handover_delay,shift handover delayed by 30 min !
S107555,handover_delay,SHIFT HANDOVER DELAYED BY 40 MIN
S100891,relief_no_show,no relief. stayed. someone must please srt the roster
S106282,client_request,"CLIENT ASKED US TO STAY FOR THE DELIVERY, OK'D BY CENTRE MGMT"
S102843,routine_or_unclear,as per normal
S109339,relief_no_show,double shift beacuse relief never pitched
S104674,routine_or_unclear,quiet shift
S102694,routine_or_unclear,ok
S101629,client_request,Cetre manager requested additional cover for stocktake
S109086,routine_or_unclear,nothing to report
S108692,client_request,klient het ekstra ure gevra vir stocktake
S107462,handover_delay,"handover late again, keys missing"
S106103,relief_no_show,covered for molefe again - 3rd time this month
S105103,routine_or_unclear,-
S106879,relief_no_show,"uMavuso akezana namhlanje, ngimele yean"
S104654,handover_delay,"handover late again, keys missing"
S101764,client_request,"STOCKTAKE RAN OVER, CLIENT ASKD US TO REMAIN, THEY KNOW THEY PAY FOR IT.."
S100498,client_request,"stocktake ran over, client asked us to remain, they know tehy pay for it"
S102011,routine_or_unclear,all good
S103449,client_request,"client asked us to stay for the deliverry, ok'd by centre mgmt.."
S105682,routine_or_unclear,all quiet
S106607,routine_or_unclear,"wroked through, Mabaso at the clinic"
S102744,client_request,Client requested deep clean before the audit - approved !
S103824,routine_or_unclear,nothing to report
S107616,routine_or_unclear,-
S106424,routine_or_unclear,covering for molefe - booked off sick
S106137,handover_delay,"waited 45 min for handover, ob book not signed"
S102719,routine_or_unclear,"machine down agn, took twice as long"
S101504,routine_or_unclear,"took Sithole shift as well, 2 posts 1 guard"
S102874,relief_no_show,"Ngcobo didnt come in, covered the post"
S105098,routine_or_unclear,"requessted by centre management for load in, signed off"
S105180,routine_or_unclear,"took Baloyi shift as well, 2 posts 1 guard"
S107046,handover_delay,"waited 40 min for handover, OB book not signed"
S102676,routine_or_unclear,"worked through, motaung at the clinic !"
S105322,client_request,extra hours approved by client for the event setup
S107350,client_request,Centre manager requested additional cover for stocktake
S107707,relief_no_show,no relief. stayed. someone must pls sort the roster
S106277,relief_no_show,"Fourie didnt come in, covered the post"
S108049,client_request,"client wanted extra man on the gate for the event, approved"
S101735,routine_or_unclear,as per normal
S103842,routine_or_unclear,"took Radebe shift as well, 2 posts 1 guard"
S100398,routine_or_unclear,"double duty today, adams on family responsibility leave"
S100319,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108777,routine_or_unclear,no incidents
S106576,relief_no_show,"control room says relief coming, nobody came"
S108538,routine_or_unclear,nothing to report
S106370,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S107336,client_request,"client wanted extra man on the gate for the event, approved"
S106801,routine_or_unclear,"took Sibiya shift as well, 2 posts 1 gurad !"
S100331,handover_delay,"late handover, waitting on paperwork.."
S101887,client_request,extra hrs approved by client for the event setup..
S100525,routine_or_unclear,"requested by centre management for load in, signed off"
S102246,relief_no_show,"next shift akafikanga, ngihlale kuze kube six"
S108330,routine_or_unclear,ok
S105314,relief_no_show,"khumalo didnt comme in, covered the post"
S103111,routine_or_unclear,"requested by centre management for load in, signed off"
S106974,routine_or_unclear,covering for wyk - booked off sck
S102866,routine_or_unclear,"aflos het nie opgedaag nie, moes aanbly"
S101384,routine_or_unclear,stod in for Sithole
S106096,relief_no_show,"ufourie akezanga namhlanje, ngimele yena"
S107944,routine_or_unclear,"requested by centre management for load in, signed off"
S101166,client_request,klient het ekstra ure gevra vir stocktake
S104424,routine_or_unclear,all quiet
S102408,handover_delay,"wated 40 min for handover, OB book not signed"
S106818,routine_or_unclear,.
S107060,relief_no_show,Covered for Botha again - 3rd time this month..
S100307,routine_or_unclear,"additional cover requested by site mgr, signed off"
S103057,routine_or_unclear,no incidents
S106569,routine_or_unclear,"gedek vir Mokoena, siek gemeld.."
S100134,handover_delay,"waited 20 min for handover, OB book not signed"
S100649,client_request,Client requested deep clean before the audit - approved
S102054,client_request,kllient het ekstra ure gevra vir stocktake
S106281,routine_or_unclear,Covred for Mavuso again - 3rd time this month
S105582,equipment_failure,"generator fault, stayed to monitor"
S103702,relief_no_show,stood in for Mokoena
S100773,routine_or_unclear,as per normal
S103475,routine_or_unclear,all good
S101458,relief_no_show,"COVERING MAHLANGU POST, NO SHOW NO CALL"
S108745,handover_delay,"late handover, waiting on paperwork"
S108265,relief_no_show,no relief. stayed. someone mut please sort the roster
S107404,routine_or_unclear,n/a
S107077,relief_no_show,stood in for Sibiya
S105755,routine_or_unclear,"lift out of order, everything carried up stairs, took loong"
S106286,handover_delay,"late handover, waiting on paperwork"
S106440,relief_no_show,"next shift akafikanga, ngihlale kuze kube six"
S102086,routine_or_unclear,all quiet
S103486,routine_or_unclear,"worked through, Wyk at the clinic"
S103158,handover_delay,"waited 25 min for handover, OB book not signed"
S102971,client_request,extra hours approved by client for the event setup
S101051,routine_or_unclear,fine
S105647,client_request,Client asked for extra patrol after the break-in Tuesday
S101820,relief_no_show,"covering Ngcobo post, no show no call"
S101768,equipment_failure,"generator fault, stayed to monitor"
S106091,routine_or_unclear,"worked through, mavuso at the clinic"
S105295,routine_or_unclear,n/a
S107709,relief_no_show,no relief. stayed. someone must please sort the roster
S107617,handover_delay,"handover lae again, keys missing"
S103039,handover_delay,"waited 50 min for handover, OB book not signed"
S101609,relief_no_show,"covering Cele post, no show no call"
S109137,client_request,extra hours approved by client for the event setup
S105287,routine_or_unclear,as per normal
S105958,routine_or_unclear,quiet shift
S109346,routine_or_unclear,all good
S108892,routine_or_unclear,"worked through, Sibiya at the clinic"
S107950,handover_delay,"handover late again, keys missiing"
S108035,client_request,"client wanted extra man on the gate for the event, approved"
S102930,routine_or_unclear,"additional cover requested by site manager, signed off"
S107017,routine_or_unclear,niks om te rapporteer nie
S101524,relief_no_show,"control room says relief coming, nobody camme"
S106728,relief_no_show,"nexxt shift akafikanga, ngihlale kuze kube 06h00"
S106394,client_request,klient het ekstrra ure gevra vir stocktake
S104415,relief_no_show,Covered for Mthembu agn - 3rd time this month
S103765,client_request,"extra patrol per client email, approved by office"
S100558,routine_or_unclear,"requested by centre management for load in, signed off"
S103614,routine_or_unclear,"additional cover requested by site manager, signed off"
S105922,relief_no_show,Covered for Wyk again - 3rd time this month..
S106407,relief_no_show,Naidoo off sick. again. covered.
S101313,routine_or_unclear,sharp
S106100,handover_delay,"waited 50 min for handover, ob book not signed"
S101614,routine_or_unclear,"aflos het nie opgedaag ne, moes aanbly"
S105641,routine_or_unclear,"double dutty today, molefe on fmaily responsibility leave.."
S104433,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S100057,routine_or_unclear,sharp
S101497,routine_or_unclear,n/a
S105204,routine_or_unclear,"buffer machine kaput, did the floor by hand"
S108450,client_request,"extra patrol per client email, approved by office"
S105609,client_request,Client asked for extra patrol after the break-in Tuesday
S100795,routine_or_unclear,-
S104407,relief_no_show,"relief only arrived 0600, stayed until then"
S105854,routine_or_unclear,ntr
S107175,routine_or_unclear,no incidents
S107368,client_request,"client says sttay till six, dont know if office approved"
S101748,client_request,Centre manager requested additional cover for stocktake
S104326,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S108683,routine_or_unclear,"additional cover requested by site manager, signed off"
S105737,routine_or_unclear,fine
S109177,routine_or_unclear,ok
S107873,relief_no_show,Sibiya off sick. agn. covered.
S100114,handover_delay,"waited 25 min for handover, ob book not signed"
S103831,relief_no_show,"uWyk akezanga namhlanje, ngimele yena"
S102079,routine_or_unclear,all good
S104665,client_request,Client asekd for extra patrol after the break-in Tuesday
S105651,handover_delay,"oorhandiging was lata, gewag vir sleutels"
S100389,equipment_failure,"masjien is stukkedn, alles met die hand gedoen.."
S107711,handover_delay,SHIFT HANDOVER DELAYED BY 40 MIN
S108496,routine_or_unclear,no incidents
S106753,routine_or_unclear,"took botha shift as well, 2 posts 1 guard"
S103779,relief_no_show,"control room says relief coming, nobody came"
S105658,client_request,Client requested deep clean befre the audit - approved
S106880,client_request,"extra patrol per client email, approved by ofice"
S100276,handover_delay,"late handover, waiting on paperwork"
S106220,client_request,Client requested deep clean before the audit - approved
S107418,routine_or_unclear,all quiet
S104901,equipment_failure,"generator fault, stayed to monitor"
S107297,relief_no_show,double shift because relief never pitched
S108899,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S102709,routine_or_unclear,-
S107372,relief_no_show,"uNgcobo akezanga namhlanje, ngimele ynea"
S109370,relief_no_show,"still on site, relief was suppose to come 06:00"
S109272,equipment_failure,"generator fault, stayed to monitor"
S103799,relief_no_show,"relief never arrived, stayed on till 06h00"
S104108,relief_no_show,next shift guard did not pitch. had to cover..
S102977,routine_or_unclear,"gedek vir Mthembu, siek gemeld !"
S103868,routine_or_unclear,"requested by centre management for load in, signed off"
S107802,routine_or_unclear,.
S104312,routine_or_unclear,.
S107243,routine_or_unclear,"worked through, Sibiya at the clinic"
S100325,client_request,klient het ekstra ure gevra vir stocktake
S101773,client_request,"client says stay till 06h00, dont know if office approved"
S108846,handover_delay,"handover late agn, keys missing"
S101203,routine_or_unclear,"gedek vir Mthembu, siek gemeld"
S106597,client_request,"client says stay till 06h00, dont know if office approved"
S101888,relief_no_show,no relief. stayed. someone mut please sort the roster..
S107461,routine_or_unclear,"aflos het nie opgedaag nie, moes aanly"
S106344,relief_no_show,"umaluleke akezanga namhlanje, ngimele yeena"
S109397,routine_or_unclear,fine
S105504,client_request,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102288,client_request,extra hrs approved by client for the event setup
S104628,routine_or_unclear,Covering for Adams - booked off sick
S106519,relief_no_show,no relief. stayed. someone must please sort the roster
S104644,routine_or_unclear,niks om te rapporteer nie
S100172,relief_no_show,"uSibiya akezanga namhlanje, ngimele yena"
S108096,relief_no_show,RELIEF NO SHOW AGAIN
S103599,handover_delay,shift handover deelayed by 40 min !
S108176,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S105643,handover_delay,"handover late again, keys missing"
S101740,client_request,extra hrs approved by client for the event setup
S102995,routine_or_unclear,as per normal
S104319,routine_or_unclear,"Tshabalala absent, took her rounds as well"
S106228,client_request,"extra patrol per client email, approved by office"
S107960,relief_no_show,"covering Naidoo post, no show no call"
S104406,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S103004,routine_or_unclear,"requested by centre managemennt for load in, signed off !"
S104421,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S103392,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6.."
S101089,equipment_failure,"masjien is stukkend, ales met die hand gedoen !"
S107862,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S100345,relief_no_show,"uMahlangu akezanga namhlanje, ngimele yena"
S106623,routine_or_unclear,"double duty today, Hendricks on family responsibility leave"
S108674,client_request,"client says stay till 0600, dont know if office approved"
S108192,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S104689,relief_no_show,"Maluleke didnt come in, covered the post"
S104878,routine_or_unclear,"double duty today, Jacobs on family responsibility leae.."
S108196,client_request,"client wanted extra man on the gate for the event, approved !"
S107497,routine_or_unclear,"double duty today, Motaung on family responsibility leave"
S103401,relief_no_show,no relief. stayed. someone must please sort the roster
S100710,routine_or_unclear,"no replacment sent, ngicela sort this out"
S105319,routine_or_unclear,"double duty today, Sibiya on family responsibility leave"
S103592,relief_no_show,"relief only arrived sxi, stayed until then.."
S108446,client_request,kliennt het ekstra ure gevra vir stocktake
S107986,client_request,"extra patrol per client email, approved by office"
S106383,relief_no_show,"ungcobo akezanga namhlanje, ngimele yena"
S109100,client_request,"client wanted extra man on the gate for the event, approved"
S104885,handover_delay,"late handover, waiting on paperwork !"
S103044,relief_no_show,double shift bc relief never pitched
S105817,routine_or_unclear,ok
S103443,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S105267,routine_or_unclear,"bfufer machine kaput, did the floor by hand"
S106432,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S107698,relief_no_show,"no replacement sent, ngicela sort this out"
S106374,client_request,Centre mgr requested additional cvoer for stocktake
S107985,relief_no_show,stood in for zulu
S105143,routine_or_unclear,"lift out of order, everything caried up stairs, took long"
S105302,routine_or_unclear,"double duty today, Fourie on famiy responsibility leave"
S101859,client_request,klient het ekstra ure gevra vir stocktake
S100868,routine_or_unclear,ntr
S100269,relief_no_show,no relief. stayed. someone must please sort the roster
S108858,relief_no_show,"botha didnt come in, covered the post.."
S108494,client_request,"client says stay till 6, dont kow if office approved"
S100283,handover_delay,"oorhandiging was laat, gewag vir sleutles !"
S108586,handover_delay,"handover latte again, keys missing"
S100771,relief_no_show,Covered for Fourie again - 3rd time this month..
S105780,routine_or_unclear,ntr
S104883,routine_or_unclear,ok
S107995,relief_no_show,stood in for mabaso
S106316,routine_or_unclear,extra hrs appproved by client for the event setup
S103446,equipment_failure,"generator fault, stayed to monitor"
S100535,equipment_failure,"generator falut, stayed to monitor"
S107049,routine_or_unclear,"lift out of order, everything carried up stairs, took long"
S102839,routine_or_unclear,"aflos het nie opgedaag nie, moes aanblly"
S103610,relief_no_show,no relief. stayed. someone must please sort the roster
S104382,routine_or_unclear,niks om te rapporteer nie
S108357,relief_no_show,"covering Ndlovu post, no show no call"
S103685,equipment_failure,"generator fault, stayd to monitor"
S106148,handover_delay,"handover late again, keys missing"
S102498,routine_or_unclear,ntr
S107042,relief_no_show,"covering Molefe post, no show no call"
S104646,client_request,"stocktake ran over, client asked us to remain, they know they pay for it"
S101526,routine_or_unclear,"worked throuugh, September at the clinic"
S107967,routine_or_unclear,"waited for releif, nobody came through"
S107549,routine_or_unclear,
S105630,handover_delay,shift handover delayed by 30 min
S105327,routine_or_unclear,Covering for Botha - booked off sick
S108130,routine_or_unclear,"additional cover requested by site mgr, signed off"
S106201,routine_or_unclear,-
S106899,relief_no_show,"uMokoena akezanga namhlanje, ngimele yena"
S107524,routine_or_unclear,"double duty today, Sibiya on family responsibility leave"
S103153,routine_or_unclear,"worked through, Sibiya at the clinic"
S104338,relief_no_show,"Nkosi didnt come in, covered the post"
S100724,client_request,"client wanted extra man on the gate for the evvent, approved !"
S104648,routine_or_unclear,.
S104083,routine_or_unclear,"september absent, took her rounds as well"
S107344,handover_delay,"handover late agn, keys missing"
S103612,routine_or_unclear,shift hadnover delayed by 30 min
S102378,client_request,"client waned extra man on the gate for the event, approved"
S106888,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S105165,routine_or_unclear,"aflos het nie opgedaga niie, moes anbly"
S105888,client_request,klient het ekstra ure gevra vir stocktake..
S102710,routine_or_unclear,"tshabalala absent, took her rounds as well"
S106661,handover_delay,"waited 30 min for handover, OB book not signed.."
S102302,routine_or_unclear,"gedek vir Adams, siek gemeld"
S107989,relief_no_show,"control room says relief comin, nobody came"
S105809,relief_no_show,"control room says relief coming, nobody came !"
S103143,relief_no_show,stood in for Baloyi
S102309,routine_or_unclear,all good
S107728,relief_no_show,stood in for Maluleke
S107898,relief_no_show,"relief only arrived 6am, stayed until then"
S106422,handover_delay,"late handover, waiiting on paperwork"
S106283,client_request,extra hrs approved by client for the event setup
S106415,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106276,routine_or_unclear,nothing to report
S103020,relief_no_show,Botha off sick. agn. covered.
S108204,client_request,klient het ekstra ure gevra vir stocktake
S101096,routine_or_unclear,"tok Botha shift as well, 2 posts 1 guard"
S105634,routine_or_unclear,"requested by centre management for load in, signed off"
S101833,relief_no_show,"uhendrciks akezanga namhlanje, ngimele yena.."
S108364,routine_or_unclear,"additional cover requested by site manager, signed off"
S103068,relief_no_show,"Wyk didnt coome in, covered the post"
S101059,routine_or_unclear,"WORKED THROUGH, SIBIYA AT THE CLINIC.."
S100360,routine_or_unclear,"gate motor failed, manned it by hand tilll 0600.."
S102441,routine_or_unclear,covering for maluleke - booked off sick
S105488,routine_or_unclear,akukho lutho
S107400,routine_or_unclear,all fine
S102824,relief_no_show,"control room says relief coming, nobody came"
S107235,routine_or_unclear,nothing to report
S106874,relief_no_show,"baloyi didnt come in, covered the post"
S106788,routine_or_unclear,"additional cover requested by site mgr, signed off"
S107521,relief_no_show,"relief only arrived 06:00, stayyed until then"
S107155,routine_or_unclear,quiet shift
S107308,routine_or_unclear,all good
S107072,relief_no_show,"still on site, relief was suppose to come six !"
S101898,relief_no_show,"Sibiya didnt come in, covered the post"
S104077,routine_or_unclear,"took Ngcobo shift as well, 2 posts 1 guard"
S102140,routine_or_unclear,"scrubber broke down, had to do the floor manually"
S106906,relief_no_show,next shift guard did not pitch. had to cover..
S106659,routine_or_unclear,"Wyk absent, took her rounds as well"
S108596,routine_or_unclear,all fine
S109349,routine_or_unclear,n/a
S104858,routine_or_unclear,Covering for Ngcobo - booked off sick
S100523,relief_no_show,relief no show AGAIN
S104204,relief_no_show,"covering molefe post, no show no call"
S103595,relief_no_show,"umolefe akezanga namhlanje, ngimele yena"
S108047,routine_or_unclear,all quiet
S109308,relief_no_show,"uZulu akezanga namhlanje, ngimele yena"
S105050,relief_no_show,stood in for Pillay..
S106433,client_request,extra hrs approved by client for the event setup
S103585,relief_no_show,no relief. stayed. someone must pls sort the roster
S100972,routine_or_unclear,all quiet
S102704,routine_or_unclear,ntr
S105748,relief_no_show,"Mavuso didnt come in, covered the post.."
S109111,routine_or_unclear,
S102010,routine_or_unclear,shift hanndover delayed by 30 min
S105626,relief_no_show,"covering Mahlangu post, no show no call"
S101392,handover_delay,"handover late again, keys missing"
S107771,routine_or_unclear,-
S104924,routine_or_unclear,"Naidoo absent, tok her roudns as well"
S100849,routine_or_unclear,no issues on site
S107541,routine_or_unclear,fine
S103960,relief_no_show,"no replacement sent, ngicela sort this out"
S102399,routine_or_unclear,"worked through, Molefe at the clinic"
S104498,routine_or_unclear,"requested by centre management for load in, signed off"
S100311,relief_no_show,no relief. stayed. someone must please sort the roster..
S107355,routine_or_unclear,Covering for Naidoo - booked off sick..
S105207,routine_or_unclear,sharp
S102913,routine_or_unclear,quiet shift
S104834,routine_or_unclear,n/a
S104231,handover_delay,"oorhandiging was laat, gewag vir sleutels"
S104030,relief_no_show,"waited for relief, nobody came through"
S100774,client_request,Centre manager requested additional cover for stocktake
S101839,routine_or_unclear,quiet shift
S102944,routine_or_unclear,n/a
S103411,client_request,ceentre manager rqeuested additional cover for stocktake
S108179,relief_no_show,"Motaung didnt come in, covered the post"
S106154,handover_delay,"waited 20 min for handover, ob book not signed !"
S106133,relief_no_show,stood in for Wyk
S103061,equipment_failure,"generator fault, stayed to monitor.."
